id,name,address,description,latitud,longitud,amenities
B8S7YSLRUBVUO,Agerbæk Børnehus,Debelvej 25,Parkering ved børnehuset.,55.60349,8.811343,[]
B9OXSNAF20Z5S,Agerbæk Torv,Fåborgvej 177,,55.600484,8.8022,"['SHOPPING', 'CAFE']"
Alnasenter,Alna Senter,Strømsveien 245,"Lynladere i 1 etg utendørs parkeringshus ved Meny. AC-ladere øverste etasje utendørs parkeringshus ved Meny.
",59.926581,10.849327,"['RESTROOM', 'SHOPPING', 'CAFE']"
B8GEWDTNZ8LXC,Alstad Kro og Camping,Alstad 1,,68.272286,13.936212,"['RESTROOM', 'REST_STOP', 'RESTAURANT', 'ACCOMMODATION', 'TRUCK', 'WIFI', 'CAFE', 'CAR_TRAILER']"
BA3I6G2IEG4CG,Altdorf,Prackenfelser Str. 8,,49.381735,11.344057,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'WIFI', 'CAFE', 'CAR_TRAILER']"
Alti-Brotorvet,Alti Brotorvet,Gangveien 10,,59.046011,9.694568,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE']"
BAKY63AK4WMWW,Alti Farmandstredet,Jernbanegaten 1D,Ladestasjonen er i øverste etasje i parkeringshuset. Se Aimo Park for åpningstider. ,59.26925,10.413556,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE']"
Alti-Futura,"Alti Futura, Kristiansund",Industriveien 17,,63.110681,7.779991,"['RESTROOM', 'SHOPPING', 'CAFE', 'CAR_TRAILER']"
B9KADFELASW74,Alti Førde,Naustdalsvegen 4,Laderne befinner seg i andre etasje i parkeringsanlegget på senteret.,61.453011,5.851308,"['RESTROOM', 'SHOPPING', 'CAFE']"
B85C94RD1TWQO,Alti Heim,Industriveien 1,,63.293651,9.082761,"['RESTROOM', 'SHOPPING', 'CAFE', 'CAR_TRAILER']"
B89PIFW62O000,Alti Kragerø,Kjølebrøndsveien 1,,58.894463,9.283122,"['RESTROOM', 'SHOPPING', 'WIFI', 'CAFE', 'CAR_TRAILER']"
B97SNJ7FVYM80,Alti Lyngdal,Fiboveien 1,,58.155522,7.100158,[]
B7V0FSHHQSZCW,Alti Magneten,Moafjæra 14,,63.7336,11.282739,"['RESTROOM', 'SHOPPING', 'CAFE', 'CAR_TRAILER']"
Alti-Mandal,Alti Mandal,Skarvøyveien 55 ,"Noen kan oppleve dårlig mobildekning i P-huset. Ved problemer med start/stopp av lading, gå mot utkjørsel og prøv igjen.",58.028529,7.461679,"['RESTROOM', 'REST_STOP', 'RESTAURANT', 'ACCOMMODATION', 'SHOPPING', 'WIFI', 'CAFE']"
B8D1UT4R90OAO,Alti Nerstranda,Strandgata 9,Ladere plassert i Nerstranda p-hus. Parkeringsavgift kommer i tillegg,69.64651,18.953944,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE']"
Alti-Nordbyen,Alti Nordbyen,Yttersøveien 2,,59.068016,10.045077,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'TRUCK', 'CAFE', 'CAR_TRAILER']"
Alti-Nordfjord,Alti Nordfjord,Sjøgata 21,,61.908937,5.985502,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'WIFI', 'CAFE']"
Åndalsnes Alti,"Alti Rauma, Åndalsnes",Øran Øst,,62.557948,7.685195,"['RESTROOM', 'SHOPPING', 'CAFE']"
Alti-Storkaia,"Alti Storkaia, Kristiansund",Storgata 15,,63.109439,7.731469,"['RESTROOM', 'SHOPPING', 'CAFE']"
Alti-Sunndal,Alti Sunndal,Sunndalsvegen 17,,62.672076,8.569267,"['RESTROOM', 'SHOPPING', 'CAFE']"
Surnadal,Alti Surnadal,Øravegen 4,,62.969172,8.712213,"['RESTROOM', 'SHOPPING', 'CAFE']"
Alti Svolvær,Alti Svolvær,Lofotgata 33,,68.234445,14.559926,"['RESTROOM', 'RESTAURANT', 'ACCOMMODATION', 'SHOPPING', 'TRUCK', 'CAFE', 'CAR_TRAILER']"
B8U7VTWK887I8,Alti Tasta,Tastatunet 1-3,Ladestasjon i P-hus,58.98455,5.689937,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE']"
Alti-Tynset,Alti Tynset,Brugata 1,,62.276411,10.777863,"['RESTROOM', 'SHOPPING', 'CAFE']"
B7V0E2MLDLOG0,Alti Verdal,Magnus den Godes veg 23,,63.782576,11.469371,"['RESTROOM', 'SHOPPING', 'WIFI', 'CAFE']"
BA40KC0NS0U0W,Alti Vestnes,Kjøpmannsgata 10,,62.622487,7.091645,"['RESTROOM', 'RESTAURANT', 'TRUCK', 'CAFE']"
B8Z2PRNYCBTVK,Alti Vinterbro,Sjøskogenveien 7,,59.739619,10.768229,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'TRUCK', 'CAFE', 'CAR_TRAILER']"
Alti-Orsta,Alti Ørsta,Vikøyrane 4,,62.19929,6.12445,"['RESTROOM', 'SHOPPING', 'CAFE', 'CAR_TRAILER']"
B8JE5AD8AIK1S,Alvdal,Nord-Østerdalsveien 2200,Fire lynladere ved Coop Extra og fire utenfor hotellet.,62.114988,10.616927,"['RESTROOM', 'RESTAURANT', 'ACCOMMODATION', 'SHOPPING', 'CAFE']"
B9FBU8MSFMQRK,Alvesta,Allbogatan 11,ICA Supermarket Alvesta,56.89962,14.552017,"['RESTROOM', 'REST_STOP']"
amfi,AMFI Voss,Hardangervegen 25,,60.629118,6.433577,"['RESTROOM', 'SHOPPING', 'CAFE', 'CAR_TRAILER']"
Andøy_Taxi,Andøy Taxi,Falcksgate 9,,69.320753,16.119339,"['TRUCK', 'CAR_TRAILER']"
BAAXSJDVBGAGW,Arninge - Täby,Kundvägen 1E,ICA Maxi Arninge,59.462112,18.128901,"['RESTROOM', 'REST_STOP', 'RESTAURANT', 'SHOPPING', 'WIFI', 'CAFE', 'CAR_TRAILER']"
BAHYIUQIOJXFK,Arvidsjaur,Garvaregatan 1,Arvidsjaur Centrum,65.59237,19.17323,"['REST_STOP', 'SHOPPING']"
B9VDP1WLSX6O0,Askersund,Stöökagatan 13,"ICA Torghallen, Askersund",58.880465,14.904251,[]
Askvoll,Askvoll,Askvollvegen 408,,61.347034,5.064472,"['RESTROOM', 'REST_STOP', 'SHOPPING', 'TRUCK']"
B8BS0DLZJNVUO,Aukra,Nyjordvegen 1,Aukrasenteret,62.803756,6.887885,"['RESTROOM', 'SHOPPING', 'CAR_TRAILER']"
Aurland,"Aurland, Sognaporten",Skulevegen 58,,60.898685,7.210775,"['RESTROOM', 'REST_STOP', 'TRUCK', 'CAFE', 'CAR_TRAILER']"
BATRE0AJKVOXS,Avesta,Myntgatan 3-5  ,Avesta Centrum,60.146,16.173575,"['RESTROOM', 'REST_STOP', 'RESTAURANT', 'SHOPPING', 'WIFI', 'CAFE', 'CAR_TRAILER']"
BAACBY6FFB9J4,Bad Saulgau,Platzstraße 20,,48.00917,9.50912,"['RESTROOM', 'SHOPPING', 'CAFE']"
B9KKYNQ96WC8W,Bad Windsheim,Rothenburger Straße 45,,49.498825,10.410934,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE', 'CAR_TRAILER']"
Balestrand,Balestrand,Kaivegen 8,,61.210092,6.533104,"['RESTROOM', 'RESTAURANT', 'ACCOMMODATION', 'SHOPPING', 'CAFE']"
BOS Kokstad,Bertel O. Steen Kokstad,Kokstaddalen 53,Ladestasjonen er åpen for alle og tilgjengelig hele døgnet,60.29666,5.253858,[]
B80DDI859GYKG,Birsta - Sundsvall,Antennvägen 11,ICA MAXI Birsta,62.442664,17.34499,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE', 'CAR_TRAILER']"
Bispgården,Bispgården,Forsvägen 22,ICA Nära Forsen,63.027949,16.620566,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE']"
BA438AFVDVK00,Blaubeuren,Württemberger Str. 4,,48.402473,9.79027,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAR_TRAILER']"
B8X3PT1BMXCLC,Blåbjergskolen,Sønder Allé 18A,,55.77742,8.29486,[]
Boden,Boden,Lulevägen 27,ICA Kvantum Boden,65.816208,21.709256,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE', 'CAR_TRAILER']"
BA8KLWG6R05Q8,Boglundsängen - Örebro,Boglundsgatan 2,,59.297822,15.205313,"['RESTROOM', 'CAFE', 'CAR_TRAILER']"
B84J21I4WXJB4,Borlänge,Mjälgavägen 2,ICA Maxi Borlänge,60.482292,15.446913,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE', 'CAR_TRAILER']"
B8WZ5C4CXH79C,Bortelid ,Kapellodden 1,,58.817673,7.470975,"['SHOPPING', 'TRUCK', 'CAR_TRAILER']"
Bredbyn,Bredbyn,Köpmangatan 34,Bredbyns gästgiveri,63.449042,18.105863,"['RESTROOM', 'REST_STOP', 'RESTAURANT', 'ACCOMMODATION', 'TRUCK', 'WIFI', 'CAFE', 'CAR_TRAILER']"
BA0X3NKYQ2J9C,Bromölla,Tians väg 4,,56.066728,14.478729,[]
brusand,Brusand,Bru 17,Merk: Toalett i Coop Marked sin åpningstid,58.539745,5.746894,"['RESTROOM', 'SHOPPING']"
B8T0BN6FPSRNK,Bryn Senter, Østensjøveien 79,"Ladestasjon i garasjeanlegg. Om porten er lukket, kjør mot porten og den vil åpne seg automatisk. Området er videoovervåket.",59.9029,10.82226,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE']"
bryne,Bryne - Rådhuset,Arne Garborgs veg 26,,58.73592,5.650886,"['REST_STOP', 'RESTAURANT', 'ACCOMMODATION', 'SHOPPING', 'CAFE']"
Bud,Bud,Gjerdevegen 3,,62.906657,6.917758,"['RESTROOM', 'SHOPPING']"
Bjorli,Bunnpris Bjorli,Bjorlivegen 11,,62.25906,8.20753,"['RESTROOM', 'SHOPPING']"
B8RNTE8F28IYO,Bunnpris Bogøy,Bogveien 5,,67.898196,15.197798,"['RESTROOM', 'SHOPPING', 'CAR_TRAILER']"
B9S78T7L0XFCW,Bunnpris Eiken,Eikenveien 117,,58.464447,7.23196,"['RESTROOM', 'SHOPPING', 'CAFE']"
B9WGFP41AX0QO,Bunnpris Myre,Storgata 39,,68.914642,15.093056,"['RESTROOM', 'ACCOMMODATION', 'SHOPPING', 'TRUCK', 'CAR_TRAILER']"
B8BR67I1KP2BK,Bunnpris Setermoen,Industriveien 2,,68.877339,18.356173,"['RESTROOM', 'SHOPPING', 'TRUCK', 'CAR_TRAILER']"
Buskerud,Buskerud Storsenter,Sandsgata 20,,59.756915,10.001678,"['RESTROOM', 'SHOPPING', 'CAFE', 'CAR_TRAILER']"
B8H7JEGA1VGU8,Bygdeå,Prästgärdan 1,ICA Nära Bygdeå & Frasses,64.061418,20.848647,"['RESTROOM', 'REST_STOP', 'RESTAURANT', 'SHOPPING', 'CAFE']"
Bygland,Bygland,Presteneset 10,,58.827681,7.79535,"['RESTROOM', 'REST_STOP', 'CAFE']"
Byrkjedalstunet,Byrkjedalstunet,Hunnedalsvegen 3231,,58.779917,6.316472,"['RESTROOM', 'RESTAURANT', 'ACCOMMODATION', 'CAFE']"
B9WNKWI65F7CW,Bystasjonen Sandnes,Vågsgata 16,I parkeringshus under senteret,58.849952,5.735581,"['RESTROOM', 'RESTAURANT', 'ACCOMMODATION', 'SHOPPING', 'BAR', 'CAFE']"
Bø Senter,Bø Senteret,Stasjonsvegen 28,,59.41132,9.07084,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE']"
B90QWCVQ90YKG,Børnehaven Østervang,Østervang 3A,,55.630553,8.494178,[]
B9S6YHSWYS64G,Børnehuset Elverhøj,Tjørnegården 1,,55.699266,11.698952,[]
CC-Drammen,CC Drammen,Tomtegata 36,AC ladere på P-plan 2.,59.74069,10.2224,"['RESTROOM', 'SHOPPING', 'CAFE']"
B8XRTCHL6T05C,CC Vest,Lilleakerveien 16  ,,59.918097,10.634531,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'WIFI', 'CAFE']"
BA0XUA1B8MW3K,Coesfeld,Hansestraße 2-18,,51.938651,7.16599,"['RESTROOM', 'SHOPPING', 'CAFE', 'CAR_TRAILER']"
B86WQR839XUYO,Coop Extra Stabburveien,Stabburveien 1,,59.237794,10.965903,"['RESTROOM', 'SHOPPING']"
BANF205KUQM0W,Coop Extra Storsvingen,Storsvingen 3,,70.6525,23.660125,"['RESTROOM', 'SHOPPING', 'TRUCK', 'CAR_TRAILER']"
Sykkylven,Coop Extra Sykkylven,Auregata 11,,62.392383,6.583542,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE']"
BALNFJY9ZA8E8,Coswig,Moritzburgerstraße 84,,51.139762,13.593418,"['RESTROOM', 'SHOPPING', 'CAFE', 'CAR_TRAILER']"
Dale Sunnfjord,Dale i Sunnfjord,Dalstunet 6A,,61.364418,5.401086,"['RESTROOM', 'SHOPPING', 'CAFE']"
Dale sentrum,Dale Sentrum,Bråtet 1,,60.589607,5.820048,"['RESTROOM', 'SHOPPING']"
B94Q5U92KGVLS,Dalegarden,Dale Industriområde 14,,60.583326,5.796289,"['RESTROOM', 'REST_STOP', 'RESTAURANT', 'TRUCK', 'CAFE', 'CAR_TRAILER']"
Dalen,Dalen Telemarkskanalen,Storvegen 4,,59.445387,8.023004,"['RESTROOM', 'REST_STOP', 'CAFE']"
Danmarksplass,Danmarksplass,Edvard Griegs vei 3,Maksimal ladetid er 3 timer. Parkering kontrolleres av Vestpark.,60.37392,5.340455,"['RESTAURANT', 'SHOPPING', 'CAFE']"
BAAYJKEMXLDDS,Delitzsch FMZ,Sachsenstraße 8,,51.537809,12.32392,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE', 'CAR_TRAILER']"
BA439OIXWSV0G,Delitzsch PEP,Raiffeisenstraße 1,,51.512328,12.335914,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE', 'CAR_TRAILER']"
Langevåg,"Devoldfabrikken, Langevåg",Geilneset 16,"Lynladere på baksiden, AC ladere på framsiden mot sjøen.",62.439823,6.190834,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE']"
B8HBXDAUUTGQO,Digerneset Truck Stop,Digernes Næringsområde 23,Ladestasjon for tyngre kjøretøy,62.494909,6.61327,"['RESTROOM', 'REST_STOP', 'TRUCK', 'CAR_TRAILER']"
Dombås,Dombås,Sentralplassen 1C,,62.074736,9.127917,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE']"
Down Town,Down Town Senter ,Kulltangveien 70,,59.137833,9.639557,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE']"
BAKL3V3C3AFI8,Drejebænken,Drejebænken 6,,55.353164,10.420794,"['RESTROOM', 'RESTAURANT', 'CAFE', 'CAR_TRAILER']"
BA01AY8O0AMF4,Düren,Neusser Straße 43,,50.842644,6.486259,"['RESTROOM', 'SHOPPING', 'CAFE']"
Eidfjord,Eidfjord,Ostangvegen 10,,60.467226,7.068631,"['RESTROOM', 'RESTAURANT', 'ACCOMMODATION', 'SHOPPING', 'CAFE', 'CAR_TRAILER']"
Eikedalen,Eikedalen Skisenter,Kråvegen 108,,60.405014,5.916836,"['RESTROOM', 'CAFE']"
B8VZZ9D4RMXVK,Eikerapen Skisenter,Eikerapsvegen 491,Lader kan dessverre ikke repareres og vil bli erstattet med en ny i løpet av de kommende ukene.,58.538859,7.356921,[]
B9I0GW9J7T7UO,Eivindvik,Eivindvikvegen 1092,,60.979762,5.078568,"['RESTROOM', 'SHOPPING', 'TRUCK']"
BAPIHYOG9E328,Ekholmen - Linköping,Ekholmens centrum,Ekholmens Köpcentrum,58.380657,15.682878,['RESTROOM']
BAJGTIL4T8VSW,Eksjö,Prästgatan 4,ICA Supermarket,57.665999,14.976752,['RESTROOM']
B9H3G1KE6GFEO,Ekängen - Eskilstuna,Strängnäsvägen 11,"
Laddkablarna på denna anläggning har tyvärr blivit stulna. Vi arbetar skyndsamt med att åtgärda problemet och ersätta kablarna så snart som möjligt. Tack för ert tålamod. ",59.373508,16.556585,"['RESTROOM', 'SHOPPING', 'CAFE', 'CAR_TRAILER']"
AkerBrygge,Elbåtlading - Plug Aker Brygge Marina,Stranden 11,Elbåtlading på Aker Brygge Marina,59.909104,10.726448,"['RESTAURANT', 'SHOPPING', 'CAFE']"
B8J7HEHFFIQ68,Elbåtlading - Plug Arendal Gjestehavn,Rådhusgaten 18,,58.456818,8.76339,"['RESTROOM', 'REST_STOP', 'RESTAURANT', 'ACCOMMODATION', 'SHOPPING', 'BAR', 'CAFE']"
Blindtarmen,Elbåtlading - Plug Blindtarmen,kong christian frederiks plass 1,,60.382746,5.32443,[]
Henningsvær,Elbåtlading - Plug Henningsvær,Dreyersgate,Kun elbåtlading ,68.154556,14.204634,"['RESTAURANT', 'SHOPPING', 'CAFE']"
B8J3P85WTRXMO,Elbåtlading - Plug Horten Gjestehavn,,Lading av elbåter i Horten,59.413209,10.487891,"['RESTROOM', 'REST_STOP', 'RESTAURANT', 'ACCOMMODATION', 'SHOPPING', 'CAFE']"
Leangbukten,Elbåtlading - Plug Leangbukten båtforening,Leangbukta 56,Elbåtlading på Krusers plasser,59.835245,10.478298,"['RESTAURANT', 'CAFE']"
B9TSEE9YYROQO,Elbåtlading - Plug Notodden Nesøya Marina,Nesøya Marina,Elbåtlading i Notodden.,59.559115,9.246707,"['RESTROOM', 'REST_STOP', 'RESTAURANT']"
RosendalEFB,Elbåtlading - Plug Rosendal - Eide Fjordbruk brygga,Skålafjæro,"Elbåtlading
Hovedbruker Eide Fjordbruk",59.98685,6.00566,"['RESTROOM', 'REST_STOP', 'RESTAURANT', 'ACCOMMODATION', 'SHOPPING', 'CAFE']"
B9U9SATC17GG0,Elbåtlading - Plug Stavern Gjestehavn,Kronprinsens gt.,,58.997999,10.041827,"['RESTROOM', 'REST_STOP', 'RESTAURANT', 'ACCOMMODATION', 'SHOPPING', 'BAR', 'CAFE']"
Svolvær elbåt,Elbåtlading - Plug Svolvær Gjestehavn,Sjømannsgata,Kun elbåtlading!,68.23359,14.569269,"['RESTROOM', 'RESTAURANT', 'ACCOMMODATION', 'SHOPPING', 'CAFE']"
Tømmerstø,Elbåtlading - Plug Tømmerstø,,Elbåtlading fra Plug på Tømmerstø,58.120458,8.091775,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'WIFI', 'CAFE']"
B8CDNDOQIPKW0,Elbåtlading og landstrøm - Plug Rosendal - Fritidsbåt hamna,Skålafjæra,,59.987283,6.00315,"['RESTROOM', 'REST_STOP', 'RESTAURANT', 'ACCOMMODATION', 'SHOPPING', 'CAFE']"
Elvetorget,Elvetorget Senter,Naustdalsvegen 1A,,61.451217,5.849471,"['RESTROOM', 'RESTAURANT', 'ACCOMMODATION', 'SHOPPING', 'WIFI', 'CAFE']"
B9NG8QSK6QTXC,Enghavevej Varde,Enghavevej,,55.620462,8.487646,[]
B8XOFMJX7C8AO,Erikslund - Västerås,Traversgatan 12,ICA Maxi Erikslund,59.617432,16.464222,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE', 'CAR_TRAILER']"
B9DX4DETM7KZK,Eslöv,Kvarngatan 1,ICA Kvantum Eslöv,55.837081,13.307,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE', 'CAR_TRAILER']"
BAAYL9WEAIV40,Essen,Albertine-Badenberg-Weg 10,,51.447348,7.074734,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE']"
B89ECMJWK1N9C,Esso Lærdal,Øyragata 1,,61.098228,7.47393,"['RESTROOM', 'REST_STOP', 'RESTAURANT', 'TRUCK', 'CAFE', 'CAR_TRAILER']"
Etne,Etne,Haukelivegen 1001,P-plass foran Coop / Felleskjøpet,59.66362,5.942996,"['RESTROOM', 'SHOPPING', 'CAFE']"
B9XG60T1G3EGW,Etne Senter,Haukelivegen 997,"Langs vei, på P-plass til Etne Senter.",59.664134,5.941492,"['RESTROOM', 'SHOPPING', 'CAFE']"
Floro-Krokane,"Eurospar Krokane, Florø",Nybøvegen 39,,61.599305,5.064604,"['RESTROOM', 'SHOPPING', 'CAR_TRAILER']"
Evanger,Evanger,Bjørgåsvegen 8,,60.648771,6.115441,"['SHOPPING', 'CAFE']"
Evje,Evje,Lianvegen 2,Ladestasjonen er bak Kiwi butikken,58.586282,7.807352,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE']"
Fagernes,Fagernes Kjøpesenter,Valdresvegen 28,,60.986539,9.238304,"['RESTROOM', 'SHOPPING', 'CAFE']"
B8HT7Z12QU6TC,Falköping,Lönnerbladsgatan 2,ICA Maxi Falköping,58.153674,13.563428,"['RESTROOM', 'SHOPPING', 'CAFE']"
B967KZTZ0UU4G,Falun,Bataljonsvägen 11,ICA Maxi Falun,60.607834,15.658196,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE', 'CAR_TRAILER']"
Feiring_Bruk,Feiring Bruk,Feiringveien 31,Tilrettelagt for tyngre kjøretøy,59.907341,10.975533,"['TRUCK', 'CAR_TRAILER']"
BAIZ7S9NGZXFK,Feucht,Wendelsteiner Str. 3-5,,49.365187,11.206838,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE']"
B8PK27G52QAYO,Fjellbutikken Sirdal,Sirdalsveien 8685,,59.01229,6.937658,['SHOPPING']
BA40IZO089CLC,Flatøy Innfartsparkering,Krossneset,,60.531305,5.256022,[]
B9B23EKAPWE0W,Fogtmanns Plads,Fogtmanns Plads,,55.621694,8.480024,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'BAR', 'CAFE']"
Forland,"Forland Autosenter, Skogsvåg",Skogsvågkrysset,,60.269979,5.070254,"['RESTROOM', 'SHOPPING']"
BA08E0X388BGG,Fredvang,Korshamnveien 14,,68.08871,13.17361,"['RESTROOM', 'REST_STOP', 'CAR_TRAILER']"
Frekhaug,Frekhaug,Havnevegen 1,,60.518044,5.239824,"['RESTROOM', 'SHOPPING', 'CAFE']"
Frekhaug Kai,Frekhaug Kai,Mjåtveitvegen 21,Pendlerparkering.,60.515284,5.246947,[]
BA63E9GS98JY8,Freudenstadt,Ludwig-Jahn-Straße 34,Open 07:00-21:00,48.470279,8.416188,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE', 'CAR_TRAILER']"
BA9NGHP223MRK,Friggavägen - Lidingö,Friggavägen 24,Lidingö Centrrum,59.367267,18.133577,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'CAFE']"
B9KLXZW5I7YF4,Frihedens Butikscenter,Strandmarksvej 20,Bemærk P-registrering jf. skiltning,55.627571,12.484217,"['RESTROOM', 'RESTAURANT', 'SHOPPING', 'BAR', 'WIFI', 'CAFE']"
Froland,Frolandssenteret,Frolandssenteret 6-10,,58.508033,8.629766,"['RESTAURANT', 'SHOPPING', 'CAFE']"
Frydenlund,Frydenlund P-hus,Pilestredet 42,Innkjøring fra Falbes gate,59.92148,10.73456,"['RESTAURANT', 'ACCOMMODATION', 'SHOPPING', 'CAFE']"
BAK98R3VMEH34,Fränsta,Fränstavägen 244,ICA Nära Fränsta,62.49825,16.1799,"['RESTROOM', 'REST_STOP', 'SHOPPING', 'CAFE']"
B9AYAL6UT5EYO,Frölunda,Radiovägen 5,Öppen kl 7 - 23,57.64926,11.918118,"['RESTROOM', 'SHOPPING']"
Fyllingsdalen,Fyllingsdalen Krokatjønnveien,Krokatjønnveien 11,,60.349113,5.277187,"['RESTROOM', 'SHOPPING', 'CAFE']"
